Dynamic Spectral,PulseID,Source,Telescope,Date,Repeater,Receiver,Observing_band,MJD,GL,GB,SNR,DM_SNR,DM_SNR_err,DM_alig,DM_alig_err,Flux_density,Flux_density_err,Width,Width_err,Freq_high,Freq_low,Freq_peak,Fluence,Fluence_err,Energy,Energy_err,Polar_l,Polar_l_err,Polar_c,Polar_c_err,RM_syn,RM_syn_err,RM_QUfit,RM_QUfit_err,Scatt_t,Scatt_t_err,Scin_f,Scin_f_err,Reference
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_515.jpg,515,FRB20121102A,Arecibo,,Yes,C-band,4100-4900,57747.1658277033,174.89,-0.23,,,,559.7,+0.1/-0.1,0.5,,1.36,,,,,0.5,,,,,,,,102668,+18/-18,,,,,,,https://doi.org/10.1038/nature25149
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_519.jpg,519,FRB20121102A,Arecibo,,Yes,C-band,4100-4900,57748.1535244366,174.89,-0.23,,,,559.7,+0.1/-0.1,0.2,,0.42,,,,,0.2,,,,,,,,102508,+35/-35,,,,,,,https://doi.org/10.1038/nature25149
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_530.jpg,530,FRB20121102A,GBT,,Yes,C-band,4000-8000,57991.4123121182,174.89,-0.23,,607,,,,0.0449,+0.0083/-0.0083,1.08,,7500,5100,7020,0.0264,+0.0146/-0.0146,,,,,,,,,,,,,,,https://doi.org/10.3847/1538-4357/aadf31
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_600.jpg,600,FRB20121102A,GBT,,Yes,C-band,4000-8000,57991.4983866613,174.89,-0.23,,574.2,,,,0.0268,+0.0051/-0.0051,2.15,,6000,5100,5940,0.0246,+0.0127/-0.0127,,,,,,,,,,,,,,,https://doi.org/10.3847/1538-4357/aadf31
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_622.jpg,622,FRB20121102A,VLA,,Yes,C-band,2000-4000,58075.20058018,174.89,-0.23,,560.6,,,,0.56,+0.08/-0.08,3.62,+0.08/-0.08,,,,2.03,,,,,,,,,,,,,,,,https://doi.org/10.3847/2041-8213/abdec0
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_627.jpg,627,FRB20121102A,Effelsberg,,Yes,S45 mm,4000-8000,58228.63801964,174.89,-0.23,,561.6,,,,0.35,+0.05/-0.05,0.69,+0.08/-0.08,,,,0.24,,,,,,,,72248,+21/-21,,,,,,,https://doi.org/10.3847/2041-8213/abdec0
"",645,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.887357871,174.89,-0.23,,,,568.8,,0.00447,0.000065,,,,,,0.019,0.000316168879819819,2.036106862E37,0.033845325,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",652,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.909610906,174.89,-0.23,,,,565.7,0.625,0.01799,0.00092,,,,,,0.1536,0.0004784,1.64463E38,0.0512119,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",667,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.929129969,174.89,-0.23,,,,564.3,,0.00541,0.000063,,,,,,0.0181,0.000241451366837837,1.939567615E37,0.025846946,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",679,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.942374358,174.89,-0.23,,,,567.8,,0.01468,0.000154,,,,,,0.1062,0.00127464172872072,1.137053853E38,0.136448165,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",688,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.952922054,174.89,-0.23,,,,567.1,0.61875,0.01447,0.00093,,,,,,0.0848,0.0004185,9.07707E37,0.0447997,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_700.jpg,700,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.970703326,174.89,-0.23,,,,568.6,0.60625,0.01187,0.00077,,,,,,0.0792,0.0003927,8.47532E37,0.0420378,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",701,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.971609686,174.89,-0.23,,,,567.8,0.64375,0.01061,0.00079,,,,,,0.0689,0.0004503,7.37122E37,0.0482038,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",709,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.975321851,174.89,-0.23,,,,564.9,0.54375,0.01749,0.00098,,,,,,0.0598,0.0002156,6.40318E37,0.0230796,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",717,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.987440221,174.89,-0.23,,,,566,,0.00659,0.000049,,,,,,0.017,0.000144876261423423,1.823271258E37,0.01550875,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",726,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.997321622,174.89,-0.23,,,,567.8,,0.01492,0.000109,,,,,,0.051,0.000426462423405404,5.463089768E37,0.045652055,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_746.jpg,746,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.900999415,174.89,-0.23,,,,564.7,0.33125,0.18407,0.00779,,,,,,0.5393,0.00117,5.77338E38,0.125086,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_752.jpg,752,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.902422398,174.89,-0.23,,,,566.5,0.45625,0.09021,0.00619,,,,,,0.3834,0.00217,4.10415E38,0.23192,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_754.jpg,754,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.903040738,174.89,-0.23,,,,562.9,0.75,0.16274,0.01204,,,,,,0.1953,0.0012,2.09052E38,0.128886,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",799,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.955414473,174.89,-0.23,,,,554.5,,0.00709,0.000065,,,,,,0.0306,0.000320732481801801,3.27229253E37,0.03433385,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_814.jpg,814,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.96543187,174.89,-0.23,,,,568.9,0.8125,0.05048,0.00504,,,,,,0.1782,0.00207,1.90754E38,0.221205,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",829,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.981596435,174.89,-0.23,,,,564.9,0.44375,0.09732,0.00555,,,,,,0.3328,0.00128,3.56293E38,0.136647,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_856.jpg,856,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58726.929452943,174.89,-0.23,,,,564,0.36875,0.09353,0.00766,,,,,,0.1936,0.00153,2.07253E38,0.163998,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_892.jpg,892,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58726.998216576,174.89,-0.23,,,,569.5,1.25,0.04445,0.00325,,,,,,0.3987,0.00257,4.26819E38,0.274846,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",894,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58726.998216621,174.89,-0.23,,,,570,0.7125,0.0389,0.0032,,,,,,0.3521,0.00259,3.76858E38,0.277469,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_897.jpg,897,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.0011903929,174.89,-0.23,,,,566,,0.01052,0.000079,,,,,,0.0358,0.000307631213288287,3.830993437E37,0.032931383,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",931,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.035063434,174.89,-0.23,,,,568.6,0.5,0.04016,0.00407,,,,,,0.2703,0.0033,2.89327E38,0.352906,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",949,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.087515871,174.89,-0.23,,,,565.1,0.35625,0.05188,0.00652,,,,,,0.3102,0.00828,3.32109E38,0.886402,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",952,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.092319773,174.89,-0.23,,,,565.8,0.71875,0.04737,0.0045,,,,,,0.5182,0.00554,5.54754E38,0.592512,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_971.jpg,971,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.921781152,174.89,-0.23,,,,566,,0.03688,0.000426,,,,,,0.1411,0.00186563533399999,1.510942761E38,0.199712995,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_973.jpg,973,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.9224344789,174.89,-0.23,,,,566.1,0.75625,0.06172,0.00444,,,,,,0.458,0.00284,4.90241E38,0.304188,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",978,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.928544748,174.89,-0.23,,,,562.8,0.2375,0.09252,0.00552,,,,,,0.3497,0.00144,3.74375E38,0.153636,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_988.jpg,988,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.962697237,174.89,-0.23,,,,569,,0.01444,0.00012,,,,,,0.0582,0.000553682380540539,6.234989014E37,0.059270729,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",989,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.962754689,174.89,-0.23,,,,567.6,,0.00989,0.000081,,,,,,0.054,0.000506030597270268,5.779616738E37,0.054169689,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",996,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.970665705,174.89,-0.23,,,,566,,0.02142,0.000166,,,,,,0.2108,0.00186914189553152,2.257010438E38,0.200088366,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_999.jpg,999,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58727.972999795,174.89,-0.23,,,,564.8,0.36875,0.0827,0.00483,,,,,,0.3325,0.00135,3.55886E38,0.144772,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",114,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57628.466287593,174.89,-0.23,,560.5,,,,,,3.9,+0.6/-0.6,>1730,1564,,0.35,,4.6E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",130,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57628.485452123,174.89,-0.23,,560.5,,,,,,3.9,+0.7/-0.7,1691,1412,,0.18,,4.5E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",137,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57638.457865968,174.89,-0.23,,560.5,,,,,,2.9,+0.5/-0.5,1703,1336,,0.11,,3.5E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",201,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57641.449121618,174.89,-0.23,,560.5,,,,,,3.5,+0.9/-0.9,>1730,1437,,0.1,,2.5E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",215,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57641.459464734,174.89,-0.23,,560.5,,,,,,1.98,+0.03/-0.03,>1730,<1150,,0.77,,3.8E38,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",221,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57641.471177469,174.89,-0.23,,560.5,,,,,,5,+2/-2,>1730,1551,,0.18,,2.6E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",235,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57642.475475746,174.89,-0.23,,560.5,,,,,,3.04,+0.01/-0.01,>1730,<1150,,6.19,,3.1E39,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",254,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57644.423810235,174.89,-0.23,,560.5,,,,,,3.3,+0.7/-0.7,1602,1285,,0.09,,2.2E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",278,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57644.452400502,174.89,-0.23,,560.5,,,,,,4.7,+0.8/-0.8,>1730,1412,,0.19,,5.5E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",283,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57644.457891985,174.89,-0.23,,560.5,,,,,,3.5,+0.5/-0.5,>1730,<1150,,0.1,,4.9E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",327,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57645.429909516,174.89,-0.23,,560.5,,,,,,7,+2/-2,1526,1374,,0.16,,2.1E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",346,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57645.445449858,174.89,-0.23,,560.5,,,,,,3.4,+0.7/-0.7,>1730,1627,,0.18,,1.7E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",352,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57645.451996554,174.89,-0.23,,560.5,,,,,,4.7,+0.6/-0.6,1577,1361,,0.23,,4.4E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",382,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57646.42031718,174.89,-0.23,,560.5,,,,,,3.1,+0.8/-0.8,>1730,1589,,0.13,,1.7E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",383,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57646.425740788,174.89,-0.23,,560.5,,,,,,3.4,+0.9/-0.9,1716,1589,,0.19,,2.2E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",408,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57648.416515289,174.89,-0.23,,560.5,,,,,,3.3,+0.5/-0.5,>1730,1222,,0.12,,5.4E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",82,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57614.555918484,174.89,-0.23,,560.5,,,,,,2.85,+0.03/-0.03,>1730,<1150,,1.46,,6.7E38,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",103,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57628.460398778,174.89,-0.23,,560.5,,,,,,10,+1/-1,1691,1387,,0.3,,8.2E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",436,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57649.428169934,174.89,-0.23,,560.5,,,,,,2.56,+0.03/-0.03,>1730,<1150,,1.37,,3.4E38,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",449,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57649.458481963,174.89,-0.23,,560.5,,,,,,4.3,+0.8/-0.8,1678,1361,,0.31,,2.9E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",106,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57628.461368913,174.89,-0.23,,560.5,,,,,,3.8,+0.8/-0.8,>1730,1577,,0.18,,2.2E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",107,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57628.462603963,174.89,-0.23,,560.5,,,,,,7.3,+0.4/-0.4,1627,1349,,0.78,,2.0E38,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",236,FRB20121102A,VLA,,Yes,,3000,57643.45730263,174.89,-0.23,100,565.5,+0.6/-0.5,,,0.508,,1.9,+0.1/-0.1,,,2800,,,3.4E39,,,,,,,,,,,,,,https://doi.org/10.3847/1538-4357/aa9700
"",262,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57644.436373736,174.89,-0.23,,560.5,,,,,,12,+2/-2,1665,1247,,0.27,,8.6E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",452,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57650.385611086,174.89,-0.23,,560.5,,,,,,6.3,+0.7/-0.7,>1730,1374,,0.28,,9.0E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",465,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57650.436131837,174.89,-0.23,,560.5,,,,,,2.3,+0.2/-0.2,>1730,1564,,0.33,,5.0E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",473,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57666.358917074,174.89,-0.23,,560.5,,,,,,4,+1/-1,>1730,1513,,0.13,,2.4E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",263,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57644.436877379,174.89,-0.23,,560.5,,,,,,6,+1/-1,>1730,1564,,0.08,,1.1E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",271,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57644.446795897,174.89,-0.23,,560.5,,,,,,0.8,+0.3/-0.3,>1730,1374,,0.03,,9.6E36,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",494,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57666.394004959,174.89,-0.23,,560.5,,,,,,5.4,+0.6/-0.6,>1730,1513,,0.32,,5.7E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",273,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57644.447734501,174.89,-0.23,,560.5,,,,,,4.7,+0.8/-0.8,1488,1235,,1.11,,2.1E38,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",277,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57644.45161053,174.89,-0.23,,560.5,,,,,,4.9,+0.8/-0.8,>1730,1361,,0.64,,2.0E38,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_533.jpg,533,FRB20121102A,GBT,,Yes,C-band,4000-8000,57991.4129264759,174.89,-0.23,,636.6,,,,0.0719,+0.0092/-0.0092,3.58,,7500,4500,5440,0.1461,+0.0294/-0.0294,,,,,,,,,,,,,,,https://doi.org/10.3847/1538-4357/aadf31
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_553.jpg,553,FRB20121102A,GBT,,Yes,C-band,4000-8000,57991.4194626399,174.89,-0.23,,564.6,,,,0.039,+0.0075/-0.0075,1.79,,6500,4500,5720,0.0256,+0.017/-0.017,,,,,,,,,,,,,,,https://doi.org/10.3847/1538-4357/aadf31
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_559.jpg,559,FRB20121102A,GBT,,Yes,C-band,4000-8000,57991.4221369638,174.89,-0.23,,596,,,,0.0557,+0.0082/-0.0082,1.79,,7900,5500,6900,0.0397,+0.0187/-0.0187,,,,,,,,,,,,,,,https://doi.org/10.3847/1538-4357/aadf31
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_601.jpg,601,FRB20121102A,GBT,,Yes,C-band,4000-8000,57991.4988154972,174.89,-0.23,,600,,,,0.0417,+0.0083/-0.0083,1.79,,6900,4500,5530,0.0515,+0.0187/-0.0187,,,,,,,,,,,,,,,https://doi.org/10.3847/1538-4357/aadf31
"",280,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57644.453946248,174.89,-0.23,,560.5,,,,,,2.7,+0.7/-0.7,>1730,1501,,0.13,,2.3E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",292,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57644.477086671,174.89,-0.23,,560.5,,,,,,3.1,+0.5/-0.5,>1730,1602,,0.47,,5.0E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",343,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57645.442638125,174.89,-0.23,,560.5,,,,,,4,+0.7/-0.7,1615,1361,,0.15,,3.1E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",345,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57645.444928046,174.89,-0.23,,560.5,,,,,,8,+0.9/-0.9,1678,1311,,0.25,,8.1E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_604.jpg,604,FRB20121102A,GBT,,Yes,C-band,4000-8000,57991.5192305588,174.89,-0.23,,582.1,,,,0.1106,+0.0075/-0.0075,2.87,,7500,5500,6910,0.0498,+0.0215/-0.0215,,,,,,,,,,,,,,,https://doi.org/10.3847/1538-4357/aadf31
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_634.jpg,634,FRB20121102A,Arecibo,,Yes,C-band,4100-4900,58677.60475978,174.89,-0.23,,563.3,,,,0.13,+0.02/-0.02,0.3,+0.02/-0.02,,,,0.04,,,,,,,,69375,+43/-43,,,,,,,https://doi.org/10.3847/2041-8213/abdec0
"",663,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.923014036,174.89,-0.23,,,,567.4,0.43125,0.01211,0.00093,,,,,,0.1104,0.0007812,1.18228E38,0.0836261,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_686.jpg,686,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.952841309,174.89,-0.23,,,,564.1,0.69375,0.02448,0.00197,,,,,,0.0367,0.0002955,3.93081E37,0.0316328,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",714,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.981503562,174.89,-0.23,,,,565.2,0.28125,0.00807,0.00081,,,,,,0.0354,0.000405,3.78379E37,0.0433545,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",359,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57645.458541565,174.89,-0.23,,560.5,,,,,,1.9,+0.3/-0.3,>1730,1463,,0.12,,2.6E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",365,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57645.46451208,174.89,-0.23,,560.5,,,,,,3,+1/-1,>1730,1463,,0.11,,2.4E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_722.jpg,722,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58724.992170087,174.89,-0.23,,,,563.8,0.43125,0.00933,0.00071,,,,,,0.0479,0.0003266,5.12364E37,0.034962,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_738.jpg,738,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.888604878,174.89,-0.23,,,,565,,0.02174,0.000299,,,,,,0.1601,0.0025201872746126,1.714036613E38,0.269781634,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",756,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.915544867,174.89,-0.23,,,,568.5,,0.01822,0.000228,,,,,,0.1073,0.00153572763308108,1.14822381E38,0.164396953,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",438,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57649.429578772,174.89,-0.23,,560.5,,,,,,1.3,+0.2/-0.2,>1730,1640,,0.35,,1.6E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",763,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.920531517,174.89,-0.23,,,,562.1,0.48125,0.13423,0.0061,,,,,,0.4967,0.00122,5.31656E38,0.130599,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_780.jpg,780,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.940896307,174.89,-0.23,,,,566,,0.0125,0.00013,,,,,,0.0505,0.000600771829549548,5.403878205E37,0.064311572,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",451,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57649.4605662,174.89,-0.23,,560.5,,,,,,3,+1/-1,>1730,1412,,0.08,,8.9E36,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
"",462,FRB20121102A,Arecibo,,Yes,ALFA,1225-1525,57650.419990384,174.89,-0.23,,560.5,,,,,,6.4,+0.9/-0.9,1602,1349,,0.25,,5.6E37,,,,,,,,,,,,,,https://doi.org/10.1093/mnras/stac1960
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_781.jpg,781,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.94131587,174.89,-0.23,,,,566,,0.01739,0.000181,,,,,,0.0682,0.000811829808099096,7.297680144E37,0.086904959,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
"",794,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.951131359,174.89,-0.23,,,,564.5,0.68125,0.10726,0.00555,,,,,,0.4162,0.00128,4.45501E38,0.136647,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
https://fastlab-imgs.zero2x.org/img/plain/blinkverse/data/frb/frb20121102a_796.jpg,796,FRB20121102A,FAST,,Yes,19-beam,"1000-1500 ",58725.954265601,174.89,-0.23,,,,563.7,0.59375,0.06235,0.005,,,,,,0.2825,0.0021,3.02353E38,0.224801,,,,,,,,,,,,,https://doi.org/10.1038/s41586-021-03878-5
