tns_name,previous_name,repeater_name,ra_1,ra_1_err_low,ra_1_err_up,ra_2,ra_2_err_low,ra_2_err_up,ra_notes,dec_1,dec_1_err_low,dec_1_err_up,dec_2,dec_2_err_low,dec_2_err_up,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_90,up_ft_90,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_1_ne2001,dm_exc_2_ne2001,dm_exc_1_ymw16,dm_exc_2_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,R_cc
FRB20210327F,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,22.4,287.1,-9999,10.4,-9999,13.2,39.23,287.487,0.076,231.0,-9999,218.8,-9999,0.01376,0.00196,0.00034,2.9,1.7,-9999,20.4,5.2,-9999,0,59300.00032312694400,0.00000000000014,59300.00023691984000,0.00000000000030,0.00327,0.00026,26.5,2.1,-52.8,3.9,633.4,417.2,514.1,472106.121,469331,49.744,5.3e-18
FRB20210406A,-9999,FRB20201130A,64.388,0.012,0.012,-9999,-9999,-9999,-9999,7.941,0.014,0.014,-9999,-9999,-9999,-9999,185.42,-29.04,15,11,-9999,-9999,-9999,-9999,10.16,287.5,-9999,10.4,-9999,13.2,10.23,288.57,-9999,232.1,-9999,219.9,-9999,0.00393,<0.0066,-9999,0.45,0.21,-9999,1.31,0.68,-9999,0,59310.96607201816000,0.00000000000012,59310.9659854862,0.0000000010,0.00332,0.00055,41,13,-87,26,587.4,430.9,503.1,460103.225,459585,50.787,5.3e-18
FRB20210224A,-9999,FRB20201221B,124.199,0.026,0.026,-9999,-9999,-9999,-9999,48.781,0.017,0.017,-9999,-9999,-9999,-9999,170.55,33.81,90.3,1.6,-9999,-9999,-9999,-9999,9.22,516.8,-9999,3.4,-9999,4.6,20.95,509.79,-9999,458.9,-9999,463.8,-9999,0.05407,<0.0047,-9999,0.30,0.14,-9999,3.98,0.96,-9999,0,59269.24936695961500,0.00000000000030,59269.2492140916,0.0000000018,0.0024,0.0019,-53,75,80,100,800.2,764.5,800.2,2421804.364,2422066,40.149,8.3e-07
FRB20210224A,-9999,FRB20201221B,124.199,0.026,0.026,-9999,-9999,-9999,-9999,48.781,0.017,0.017,-9999,-9999,-9999,-9999,170.55,33.81,90.3,1.6,-9999,-9999,-9999,-9999,9.22,516.8,-9999,3.4,-9999,4.6,20.95,509.79,-9999,458.9,-9999,463.8,-9999,0.05407,<0.0047,-9999,0.30,0.14,-9999,3.98,0.96,-9999,1,59269.249367994700000,0.000000000000096,59269.2492151267,0.0000000018,0.00500,0.00067,37,10,-204,54,485.5,400.2,430.7,2421804.364,2422066,40.149,8.3e-07
FRB20210224A,-9999,FRB20201221B,124.199,0.026,0.026,-9999,-9999,-9999,-9999,48.781,0.017,0.017,-9999,-9999,-9999,-9999,170.55,33.81,90.3,1.6,-9999,-9999,-9999,-9999,9.22,516.8,-9999,3.4,-9999,4.6,20.95,509.79,-9999,458.9,-9999,463.8,-9999,0.05407,<0.0047,-9999,0.30,0.14,-9999,3.98,0.96,-9999,2,59269.249368397046000,0.000000000000056,59269.2492155291,0.0000000018,0.00499,0.00041,21.7,7.2,-244,65,456.2,400.2,415.9,2421804.364,2422066,40.149,8.3e-07
FRB20210226C,-9999,FRB20201221B,124.199,0.026,0.026,-9999,-9999,-9999,-9999,48.781,0.017,0.017,-9999,-9999,-9999,-9999,170.55,33.81,90.3,1.6,-9999,-9999,-9999,-9999,8.65,508.7,-9999,3.4,-9999,4.6,15.01,513.05,-9999,462.2,-9999,467.1,-9999,0.02261,<0.010,-9999,0.19,0.13,-9999,1.19,0.32,-9999,0,59271.236631771820000,0.000000000000067,59271.2364779263,0.0000000018,0.00500,0.00049,50,11,-321,69,467.1,400.2,431.8,535047.236,534540,42.761,8.3e-07
FRB20210302E,-9999,FRB20201221B,124.199,0.026,0.026,-9999,-9999,-9999,-9999,48.781,0.017,0.017,-9999,-9999,-9999,-9999,170.55,33.81,90.3,1.6,-9999,-9999,-9999,-9999,21.41,509.5,-9999,3.4,-9999,4.6,35.57,510.52,0.12,459.6,-9999,464.5,-9999,0.02359,0.00279,0.00063,0.45,0.16,-9999,5.9,1.4,-9999,0,59275.24211018499000,0.00000000000023,59275.24195709699400,0.00000000000047,0.00520,0.00063,45.5,3.7,-178,14,509.5,405.8,454.7,706575.884,704361,43.433,8.3e-07
FRB20210303F,-9999,FRB20201221B,124.199,0.026,0.026,-9999,-9999,-9999,-9999,48.781,0.017,0.017,-9999,-9999,-9999,-9999,170.55,33.81,90.3,1.6,-9999,-9999,-9999,-9999,29.8,509.5,-9999,3.4,-9999,4.6,47.46,510.579,-9999,459.7,-9999,464.6,-9999,0.0059,0.00251,0.00019,0.58,0.18,-9999,6.4,1.6,-9999,0,59276.23157563449,0.00000000013,59276.2314225299,0.0000000018,0.00262,0.00022,19.3,1.8,-130.4,9.5,492.1,400.2,430.9,549316.966,547592,41.364,8.3e-07
FRB20210313E,-9999,FRB20201221B,124.199,0.026,0.026,-9999,-9999,-9999,-9999,48.781,0.017,0.017,-9999,-9999,-9999,-9999,170.55,33.81,90.3,1.6,-9999,-9999,-9999,-9999,10.0,510.3,-9999,3.4,-9999,4.6,15.43,510.354,0.062,459.5,-9999,464.4,-9999,0.02064,0.00173,0.00032,0.25,0.13,-9999,1.13,0.46,-9999,0,59286.20211255673000,0.00000000000015,59286.20195951969000,0.00000000000026,0.00126,0.00038,34.3,6.5,-183,32,491.8,400.2,439.6,352048.133,351911,43.475,8.3e-07
FRB20210331F,-9999,FRB20210323C,122.07,0.38,0.11,-9999,-9999,-9999,-9999,72.35,0.14,0.39,-9999,-9999,-9999,-9999,142.57,31.55,135,78,-9999,108,60,-9999,24.28,288.3,31.8,3.6,53.5,6.0,50.27,288.42,-9999,237.9,-9999,243.1,-9999,0.00885,<0.0025,-9999,1.02,0.54,-9999,6.1,2.6,-9999,0,59304.147736608080000,0.000000000000038,59304.1476501211,0.0000000010,0.00500,0.00030,58.0,6.5,-88.0,9.8,662.7,480.9,564.5,497640.634,492355,47.278,2.99
FRB20210331F,-9999,FRB20210323C,122.07,0.38,0.11,-9999,-9999,-9999,-9999,72.35,0.14,0.39,-9999,-9999,-9999,-9999,142.57,31.55,135,78,-9999,108,60,-9999,24.28,288.3,31.8,3.6,53.5,6.0,50.27,288.42,-9999,237.9,-9999,243.1,-9999,0.00885,<0.0025,-9999,1.02,0.54,-9999,6.1,2.6,-9999,1,59304.1477367115100000,0.0000000000000060,59304.1476502246,0.0000000010,0.001254,0.000045,47.5,3.5,-119.2,8.8,578.4,428.0,497.6,497640.634,492355,47.278,2.99
FRB20210426B,-9999,FRB20210323C,122.07,0.38,0.11,-9999,-9999,-9999,-9999,72.35,0.14,0.39,-9999,-9999,-9999,-9999,142.57,31.55,135,78,-9999,108,60,-9999,12.49,292.8,31.8,3.6,53.5,6.0,31.13,288.92,-9999,238.4,-9999,243.6,-9999,0.00786,<0.010,-9999,1.6,1.1,-9999,7.6,3.1,-9999,0,59330.09183485180000,0.00000000000025,59330.0917482149,0.0000000010,0.0050,0.0018,-8.2,8.6,15,11,800.2,613.2,800.2,1872864.206,1866568,45.49,2.99
FRB20210426B,-9999,FRB20210323C,122.07,0.38,0.11,-9999,-9999,-9999,-9999,72.35,0.14,0.39,-9999,-9999,-9999,-9999,142.57,31.55,135,78,-9999,108,60,-9999,12.49,292.8,31.8,3.6,53.5,6.0,31.13,288.92,-9999,238.4,-9999,243.6,-9999,0.00786,<0.010,-9999,1.6,1.1,-9999,7.6,3.1,-9999,1,59330.091836019630000,0.000000000000036,59330.0917493827,0.0000000010,0.00500,0.00025,74.6,7.9,-155,16,564.2,447.6,502.5,1872864.206,1866568,45.49,2.99
